Row_ID,Source_ID,DOI,Publication_year,First_author,Reference_title,Journal,All_authors,RIS_index,AgS,ReT,SA,Metal,AIC,Temp,pH,rpm,Adc,Qm,Aged condition,Solution- added agent,Study_ID,Study_ID_numeric,extreme_qm_flag,log_Qm,Temp_missing,pH_missing,rpm_missing,imputed_AIC,imputed_Temp,imputed_rpm,quality_score,quality_flags,quality_category
QMR179,QMS029,10.1016/j.jhazmat.2021.127340,2022,"Qiongjie, W.",Effects of biofilm on metal adsorption behavior and microbial community of microplastics,Journal of Hazardous Materials,"Qiongjie, W.; Yong, Z.; Yangyang, Z.; Zhouqi, L.; Jinxiaoxue, W.; Huijuan, C.",26,Aged,PS,,Pb (II),10.88,25.0,6.0,160.0,Mixed,15.8741,,Cu,QMS029,29,False,2.7646888502582656,0,0,1,0,0,1,97,imputed_rpm,high
QMR180,QMS029,10.1016/j.jhazmat.2021.127340,2022,"Qiongjie, W.",Effects of biofilm on metal adsorption behavior and microbial community of microplastics,Journal of Hazardous Materials,"Qiongjie, W.; Yong, Z.; Yangyang, Z.; Zhouqi, L.; Jinxiaoxue, W.; Huijuan, C.",26,Aged,PS,,Pb (II),10.88,25.0,6.0,160.0,Mixed,13.0727,,Cu,QMS029,29,False,2.5705260862555233,0,0,1,0,0,1,97,imputed_rpm,high
QMR181,QMS029,10.1016/j.jhazmat.2021.127340,2022,"Qiongjie, W.",Effects of biofilm on metal adsorption behavior and microbial community of microplastics,Journal of Hazardous Materials,"Qiongjie, W.; Yong, Z.; Yangyang, Z.; Zhouqi, L.; Jinxiaoxue, W.; Huijuan, C.",26,Aged,PS,,Cu (II),3.34,25.0,6.0,160.0,Single-ion,31.4048,"Lab: wastewater, aeration",,QMS029,29,False,3.4469607474733928,0,0,1,0,0,1,97,imputed_rpm,high
QMR182,QMS029,10.1016/j.jhazmat.2021.127340,2022,"Qiongjie, W.",Effects of biofilm on metal adsorption behavior and microbial community of microplastics,Journal of Hazardous Materials,"Qiongjie, W.; Yong, Z.; Yangyang, Z.; Zhouqi, L.; Jinxiaoxue, W.; Huijuan, C.",26,Aged,PS,,Cu (II),3.34,25.0,6.0,160.0,Mixed,30.5924,,Pb,QMS029,29,False,3.4207516120973174,0,0,1,0,0,1,97,imputed_rpm,high
QMR183,QMS029,10.1016/j.jhazmat.2021.127340,2022,"Qiongjie, W.",Effects of biofilm on metal adsorption behavior and microbial community of microplastics,Journal of Hazardous Materials,"Qiongjie, W.; Yong, Z.; Yangyang, Z.; Zhouqi, L.; Jinxiaoxue, W.; Huijuan, C.",26,Aged,PS,,Cu (II),3.34,25.0,6.0,160.0,Mixed,29.3424,,Pb,QMS029,29,False,3.3790335689604336,0,0,1,0,0,1,97,imputed_rpm,high
QMR184,QMS029,10.1016/j.jhazmat.2021.127340,2022,"Qiongjie, W.",Effects of biofilm on metal adsorption behavior and microbial community of microplastics,Journal of Hazardous Materials,"Qiongjie, W.; Yong, Z.; Yangyang, Z.; Zhouqi, L.; Jinxiaoxue, W.; Huijuan, C.",26,Aged,PS,,Cu (II),3.34,25.0,6.0,160.0,Mixed,28.5197,,Pb,QMS029,29,False,3.3505950765566896,0,0,1,0,0,1,97,imputed_rpm,high
QMR185,QMS029,10.1016/j.jhazmat.2021.127340,2022,"Qiongjie, W.",Effects of biofilm on metal adsorption behavior and microbial community of microplastics,Journal of Hazardous Materials,"Qiongjie, W.; Yong, Z.; Yangyang, Z.; Zhouqi, L.; Jinxiaoxue, W.; Huijuan, C.",26,Aged,PS,,Cu (II),3.34,25.0,6.0,160.0,Mixed,28.3158,,Pb,QMS029,29,False,3.3434199527424866,0,0,1,0,0,1,97,imputed_rpm,high
QMR186,QMS029,10.1016/j.jhazmat.2021.127340,2022,"Qiongjie, W.",Effects of biofilm on metal adsorption behavior and microbial community of microplastics,Journal of Hazardous Materials,"Qiongjie, W.; Yong, Z.; Yangyang, Z.; Zhouqi, L.; Jinxiaoxue, W.; Huijuan, C.",26,Aged,PS,,Pb (II),10.88,25.0,6.0,160.0,Single-ion,43.8846,,,QMS029,29,False,3.7815634612708564,0,0,1,0,0,1,97,imputed_rpm,high
QMR187,QMS029,10.1016/j.jhazmat.2021.127340,2022,"Qiongjie, W.",Effects of biofilm on metal adsorption behavior and microbial community of microplastics,Journal of Hazardous Materials,"Qiongjie, W.; Yong, Z.; Yangyang, Z.; Zhouqi, L.; Jinxiaoxue, W.; Huijuan, C.",26,Aged,PS,,Pb (II),10.88,25.0,6.0,160.0,Mixed,41.7861,,Cu,QMS029,29,False,3.7325637483432255,0,0,1,0,0,1,97,imputed_rpm,high
QMR188,QMS029,10.1016/j.jhazmat.2021.127340,2022,"Qiongjie, W.",Effects of biofilm on metal adsorption behavior and microbial community of microplastics,Journal of Hazardous Materials,"Qiongjie, W.; Yong, Z.; Yangyang, Z.; Zhouqi, L.; Jinxiaoxue, W.; Huijuan, C.",26,Aged,PS,,Pb (II),10.88,25.0,6.0,160.0,Mixed,38.3453,,Cu,QMS029,29,False,3.6466319648920464,0,0,1,0,0,1,97,imputed_rpm,high
QMR189,QMS029,10.1016/j.jhazmat.2021.127340,2022,"Qiongjie, W.",Effects of biofilm on metal adsorption behavior and microbial community of microplastics,Journal of Hazardous Materials,"Qiongjie, W.; Yong, Z.; Yangyang, Z.; Zhouqi, L.; Jinxiaoxue, W.; Huijuan, C.",26,Aged,PS,,Pb (II),10.88,25.0,6.0,160.0,Mixed,34.5489,,Cu,QMS029,29,False,3.542375711790778,0,0,1,0,0,1,97,imputed_rpm,high
QMR190,QMS029,10.1016/j.jhazmat.2021.127340,2022,"Qiongjie, W.",Effects of biofilm on metal adsorption behavior and microbial community of microplastics,Journal of Hazardous Materials,"Qiongjie, W.; Yong, Z.; Yangyang, Z.; Zhouqi, L.; Jinxiaoxue, W.; Huijuan, C.",26,Aged,PS,,Pb (II),10.88,25.0,6.0,160.0,Mixed,25.2635,,Cu,QMS029,29,False,3.2293606663104755,0,0,1,0,0,1,97,imputed_rpm,high
QMR191,QMS030,10.1016/j.scitotenv.2022.157802,2022,"Qiu, Y.",Sulfide modifies physicochemical properties and mercury adsorption of microplastics,Science of the Total Environment,"Qiu, Y.; Zhang, Z.; Zhang, T.; Zhang, P.",25,Virgin,PVC,1.20788,Hg (II),0.0255,25.0,6.8,60.0,Single-ion,9.5,,,QMS030,30,False,2.2512917986064953,0,0,0,0,0,0,100,none,high
QMR192,QMS030,10.1016/j.scitotenv.2022.157802,2022,"Qiu, Y.",Sulfide modifies physicochemical properties and mercury adsorption of microplastics,Science of the Total Environment,"Qiu, Y.; Zhang, Z.; Zhang, T.; Zhang, P.",25,Aged,PVC,1.55175,Hg (II),0.0255,25.0,6.8,60.0,Single-ion,167.4,"Lab: Sulfur, anaerobiosis",,QMS030,30,False,5.120386158055375,0,0,0,0,0,0,100,none,high
QMR193,QMS030,10.1016/j.scitotenv.2022.157802,2022,"Qiu, Y.",Sulfide modifies physicochemical properties and mercury adsorption of microplastics,Science of the Total Environment,"Qiu, Y.; Zhang, Z.; Zhang, T.; Zhang, P.",25,Virgin,PET,0.92286,Hg (II),0.0255,25.0,6.8,60.0,Single-ion,6.6,,,QMS030,30,False,1.8870696490323797,0,0,0,0,0,0,100,none,high
QMR194,QMS030,10.1016/j.scitotenv.2022.157802,2022,"Qiu, Y.",Sulfide modifies physicochemical properties and mercury adsorption of microplastics,Science of the Total Environment,"Qiu, Y.; Zhang, Z.; Zhang, T.; Zhang, P.",25,Aged,PET,0.83792,Hg (II),0.0255,25.0,6.8,60.0,Single-ion,35.7,"Lab: Sulfur, anaerobiosis",,QMS030,30,False,3.5751506887855933,0,0,0,0,0,0,100,none,high
QMR195,QMS030,10.1016/j.scitotenv.2022.157802,2022,"Qiu, Y.",Sulfide modifies physicochemical properties and mercury adsorption of microplastics,Science of the Total Environment,"Qiu, Y.; Zhang, Z.; Zhang, T.; Zhang, P.",25,Virgin,PS,0.67877,Hg (II),0.0255,25.0,6.8,60.0,Single-ion,4.9,,,QMS030,30,False,1.589235205116581,0,0,0,0,0,0,100,none,high
QMR196,QMS030,10.1016/j.scitotenv.2022.157802,2022,"Qiu, Y.",Sulfide modifies physicochemical properties and mercury adsorption of microplastics,Science of the Total Environment,"Qiu, Y.; Zhang, Z.; Zhang, T.; Zhang, P.",25,Aged,PS,1.15927,Hg (II),0.0255,25.0,6.8,60.0,Single-ion,44.1,"Lab: Sulfur, anaerobiosis",,QMS030,30,False,3.7864597824528,0,0,0,0,0,0,100,none,high
QMR197,QMS030,10.1016/j.scitotenv.2022.157802,2022,"Qiu, Y.",Sulfide modifies physicochemical properties and mercury adsorption of microplastics,Science of the Total Environment,"Qiu, Y.; Zhang, Z.; Zhang, T.; Zhang, P.",25,Virgin,PE,1.4443,Hg (II),0.0255,25.0,6.8,60.0,Single-ion,6.9,,,QMS030,30,False,1.9315214116032138,0,0,0,0,0,0,100,none,high
QMR198,QMS030,10.1016/j.scitotenv.2022.157802,2022,"Qiu, Y.",Sulfide modifies physicochemical properties and mercury adsorption of microplastics,Science of the Total Environment,"Qiu, Y.; Zhang, Z.; Zhang, T.; Zhang, P.",25,Aged,PE,1.70373,Hg (II),0.0255,25.0,6.8,60.0,Single-ion,15.9,"Lab: Sulfur, anaerobiosis",,QMS030,30,False,2.766319109226186,0,0,0,0,0,0,100,none,high
QMR199,QMS030,10.1016/j.scitotenv.2022.157802,2022,"Qiu, Y.",Sulfide modifies physicochemical properties and mercury adsorption of microplastics,Science of the Total Environment,"Qiu, Y.; Zhang, Z.; Zhang, T.; Zhang, P.",25,Virgin,PP,0.52987,Hg (II),0.0255,25.0,6.8,60.0,Single-ion,6.8,,,QMS030,30,False,1.916922612182061,0,0,0,0,0,0,100,none,high
QMR200,QMS030,10.1016/j.scitotenv.2022.157802,2022,"Qiu, Y.",Sulfide modifies physicochemical properties and mercury adsorption of microplastics,Science of the Total Environment,"Qiu, Y.; Zhang, Z.; Zhang, T.; Zhang, P.",25,Aged,PP,1.29385,Hg (II),0.0255,25.0,6.8,60.0,Single-ion,38.2,"Lab: Sulfur, anaerobiosis",,QMS030,30,False,3.6428355156125294,0,0,0,0,0,0,100,none,high
QMR201,QMS030,10.1016/j.scitotenv.2022.157802,2022,"Qiu, Y.",Sulfide modifies physicochemical properties and mercury adsorption of microplastics,Science of the Total Environment,"Qiu, Y.; Zhang, Z.; Zhang, T.; Zhang, P.",25,Virgin,PA,0.19879,Hg (II),0.0255,25.0,6.8,60.0,Single-ion,16.7,,,QMS030,30,False,2.8154087194227095,0,0,0,0,0,0,100,none,high
QMR202,QMS030,10.1016/j.scitotenv.2022.157802,2022,"Qiu, Y.",Sulfide modifies physicochemical properties and mercury adsorption of microplastics,Science of the Total Environment,"Qiu, Y.; Zhang, Z.; Zhang, T.; Zhang, P.",25,Aged,PA,0.48535,Hg (II),0.0255,25.0,6.8,60.0,Single-ion,244.6,"Lab: Sulfur, anaerobiosis",,QMS030,30,False,5.499624223253072,0,0,0,0,0,0,100,none,high
QMR203,QMS032,10.1002/wer.10809,2022,"Sathyamoorthy, M.",The potential of polyethylene microplastics to transport copper in aquatic systems: Adsorption and desorption studies,Water Environment Research,"Sathyamoorthy, M.; Senthilkumar, R.; Saravanakumar, K.; Reddy Prasad, D. M.; Naveen Prasad, B. S.",23,Virgin,PE,,Cu (II),13.5,30.0,5.0,160.0,Single-ion,1230.0,,,QMS032,32,False,7.114769448366463,0,0,0,0,0,0,100,none,high
QMR204,QMS033,10.1016/j.cej.2021.132306,2022,"Sun, Y.",Cu(II) adsorption on Poly(Lactic Acid) Microplastics: Significance of microbial colonization and degradation,Chemical Engineering Journal,"Sun, Y.; Wang, X.; Xia, S.; Zhao, J.",20,Virgin,PLA,,Cu (II),7.6,25.0,,150.0,Single-ion,151.802,,,QMS033,33,False,5.022577040105303,1,1,0,0,1,0,92,imputed_Temp;pH_missing,high
QMR205,QMS033,10.1016/j.cej.2021.132306,2022,"Sun, Y.",Cu(II) adsorption on Poly(Lactic Acid) Microplastics: Significance of microbial colonization and degradation,Chemical Engineering Journal,"Sun, Y.; Wang, X.; Xia, S.; Zhao, J.",20,Aged,PLA,,Cu (II),10.1,25.0,,160.0,Single-ion,1045.67,Lab: Wastewater,,QMS033,33,False,6.952413107276493,1,1,1,1,1,1,86,imputed_rpm;imputed_AIC;imputed_Temp;pH_missing,high
QMR206,QMS035,10.1016/j.gr.2022.06.017,2022,"Tang, S.","Adsorption mechanisms of metal ions (Pb, Cd, Cu) onto polyamide 6 microplastics: New insight into environmental risks in comparison with natural media in different water matrices",Gondwana Research,"Tang, S.; Yang, X.; Zhang, T.; Qin, Y.; Cao, C.; Shi, H.; Zhao, Y.",18,Virgin,PA,,Cu (II),7.6,25.0,,185.0,Single-ion,146.0,,,QMS035,35,False,4.983606621708336,0,1,0,0,0,0,95,pH_missing,high
QMR207,QMS035,10.1016/j.gr.2022.06.017,2022,"Tang, S.","Adsorption mechanisms of metal ions (Pb, Cd, Cu) onto polyamide 6 microplastics: New insight into environmental risks in comparison with natural media in different water matrices",Gondwana Research,"Tang, S.; Yang, X.; Zhang, T.; Qin, Y.; Cao, C.; Shi, H.; Zhao, Y.",18,Virgin,PA,,Cd (II),7.6,25.0,,185.0,Single-ion,136.0,,,QMS035,35,False,4.912654885736052,0,1,0,0,0,0,95,pH_missing,high
QMR208,QMS035,10.1016/j.gr.2022.06.017,2022,"Tang, S.","Adsorption mechanisms of metal ions (Pb, Cd, Cu) onto polyamide 6 microplastics: New insight into environmental risks in comparison with natural media in different water matrices",Gondwana Research,"Tang, S.; Yang, X.; Zhang, T.; Qin, Y.; Cao, C.; Shi, H.; Zhao, Y.",18,Virgin,PA,,Pb (II),7.6,25.0,,185.0,Single-ion,767.0,,,QMS035,35,False,6.642486801367256,0,1,0,0,0,0,95,pH_missing,high
QMR209,QMS042,10.1016/j.scitotenv.2022.155026,2022,"Wang, B.",Sorption behavior of Pb(II) onto polyvinyl chloride microplastics affects the formation and ecological functions of microbial biofilms,Science of the Total Environment,"Wang, B.; Wang, C.; Hu, Y.",17,Virgin,PVC,,Pb (II),10.1,25.0,6.0,150.0,Single-ion,4930.0,,,QMS042,42,False,8.503094267036737,0,0,0,1,0,0,97,imputed_AIC,high
QMR210,QMS042,10.1016/j.scitotenv.2022.155026,2022,"Wang, B.",Sorption behavior of Pb(II) onto polyvinyl chloride microplastics affects the formation and ecological functions of microbial biofilms,Science of the Total Environment,"Wang, B.; Wang, C.; Hu, Y.",17,Virgin,PVC,,Pb (II),10.1,35.0,6.0,150.0,Single-ion,4150.0,,,QMS042,42,False,8.330863613224745,0,0,0,1,0,0,97,imputed_AIC,high
QMR211,QMS042,10.1016/j.scitotenv.2022.155026,2022,"Wang, B.",Sorption behavior of Pb(II) onto polyvinyl chloride microplastics affects the formation and ecological functions of microbial biofilms,Science of the Total Environment,"Wang, B.; Wang, C.; Hu, Y.",17,Virgin,PVC,,Pb (II),10.1,45.0,6.0,150.0,Single-ion,4740.0,,,QMS042,42,False,8.463792414689122,0,0,0,1,0,0,97,imputed_AIC,high
QMR212,QMS041,10.1016/j.scitotenv.2022.157109,2022,"Wang, H.",Adsorption of tetracycline and Cd(II) on polystyrene and polyethylene terephthalate microplastics with ultraviolet and hydrogen peroxide aging treatment,Science of the Total Environment,"Wang, H.; Qiu, C.; Song, Y.; Bian, S.; Wang, Q.; Chen, Y.; Fang, C.",15,Virgin,PS,0.47,Cd (II),20.25,25.0,,140.0,Single-ion,162.0,,,QMS041,41,False,5.087596335232384,0,1,0,0,0,0,95,pH_missing,high
QMR213,QMS041,10.1016/j.scitotenv.2022.157109,2022,"Wang, H.",Adsorption of tetracycline and Cd(II) on polystyrene and polyethylene terephthalate microplastics with ultraviolet and hydrogen peroxide aging treatment,Science of the Total Environment,"Wang, H.; Qiu, C.; Song, Y.; Bian, S.; Wang, Q.; Chen, Y.; Fang, C.",15,Aged,PS,0.98,Cd (II),20.25,25.0,,140.0,Single-ion,219.0,Lab: UV,,QMS041,41,False,5.389071729816501,0,1,0,0,0,0,95,pH_missing,high
QMR214,QMS041,10.1016/j.scitotenv.2022.157109,2022,"Wang, H.",Adsorption of tetracycline and Cd(II) on polystyrene and polyethylene terephthalate microplastics with ultraviolet and hydrogen peroxide aging treatment,Science of the Total Environment,"Wang, H.; Qiu, C.; Song, Y.; Bian, S.; Wang, Q.; Chen, Y.; Fang, C.",15,Aged,PS,2.79,Cd (II),20.25,25.0,,140.0,Single-ion,274.0,Lab: H2O2,,QMS041,41,False,5.6131281063880705,0,1,0,0,0,0,95,pH_missing,high
QMR215,QMS041,10.1016/j.scitotenv.2022.157109,2022,"Wang, H.",Adsorption of tetracycline and Cd(II) on polystyrene and polyethylene terephthalate microplastics with ultraviolet and hydrogen peroxide aging treatment,Science of the Total Environment,"Wang, H.; Qiu, C.; Song, Y.; Bian, S.; Wang, Q.; Chen, Y.; Fang, C.",15,Virgin,PS,0.47,Cd (II),20.25,25.0,,140.0,Mixed,154.0,,tetracycline,QMS041,41,False,5.0369526024136295,0,1,0,0,0,0,95,pH_missing,high
QMR216,QMS041,10.1016/j.scitotenv.2022.157109,2022,"Wang, H.",Adsorption of tetracycline and Cd(II) on polystyrene and polyethylene terephthalate microplastics with ultraviolet and hydrogen peroxide aging treatment,Science of the Total Environment,"Wang, H.; Qiu, C.; Song, Y.; Bian, S.; Wang, Q.; Chen, Y.; Fang, C.",15,Aged,PS,0.98,Cd (II),20.25,25.0,,140.0,Mixed,246.0,Lab: UV,tetracycline,QMS041,41,False,5.5053315359323625,0,1,0,0,0,0,95,pH_missing,high
QMR217,QMS041,10.1016/j.scitotenv.2022.157109,2022,"Wang, H.",Adsorption of tetracycline and Cd(II) on polystyrene and polyethylene terephthalate microplastics with ultraviolet and hydrogen peroxide aging treatment,Science of the Total Environment,"Wang, H.; Qiu, C.; Song, Y.; Bian, S.; Wang, Q.; Chen, Y.; Fang, C.",15,Aged,PS,2.79,Cd (II),20.25,25.0,,140.0,Mixed,290.0,Lab: H2O2,tetracycline,QMS041,41,False,5.66988092298052,0,1,0,0,0,0,95,pH_missing,high
QMR218,QMS041,10.1016/j.scitotenv.2022.157109,2022,"Wang, H.",Adsorption of tetracycline and Cd(II) on polystyrene and polyethylene terephthalate microplastics with ultraviolet and hydrogen peroxide aging treatment,Science of the Total Environment,"Wang, H.; Qiu, C.; Song, Y.; Bian, S.; Wang, Q.; Chen, Y.; Fang, C.",15,Virgin,PET,0.17,Cd (II),20.25,25.0,,140.0,Single-ion,197.0,,,QMS041,41,False,5.2832037287379885,0,1,0,0,0,0,95,pH_missing,high
QMR219,QMS041,10.1016/j.scitotenv.2022.157109,2022,"Wang, H.",Adsorption of tetracycline and Cd(II) on polystyrene and polyethylene terephthalate microplastics with ultraviolet and hydrogen peroxide aging treatment,Science of the Total Environment,"Wang, H.; Qiu, C.; Song, Y.; Bian, S.; Wang, Q.; Chen, Y.; Fang, C.",15,Aged,PET,1.01,Cd (II),20.25,25.0,,140.0,Single-ion,252.0,Lab: UV,,QMS041,41,False,5.529429087511423,0,1,0,0,0,0,95,pH_missing,high
QMR220,QMS041,10.1016/j.scitotenv.2022.157109,2022,"Wang, H.",Adsorption of tetracycline and Cd(II) on polystyrene and polyethylene terephthalate microplastics with ultraviolet and hydrogen peroxide aging treatment,Science of the Total Environment,"Wang, H.; Qiu, C.; Song, Y.; Bian, S.; Wang, Q.; Chen, Y.; Fang, C.",15,Aged,PET,2.56,Cd (II),20.25,25.0,,140.0,Single-ion,379.0,Lab: H2O2,,QMS041,41,False,5.937536205082426,0,1,0,0,0,0,95,pH_missing,high
QMR221,QMS041,10.1016/j.scitotenv.2022.157109,2022,"Wang, H.",Adsorption of tetracycline and Cd(II) on polystyrene and polyethylene terephthalate microplastics with ultraviolet and hydrogen peroxide aging treatment,Science of the Total Environment,"Wang, H.; Qiu, C.; Song, Y.; Bian, S.; Wang, Q.; Chen, Y.; Fang, C.",15,Virgin,PET,0.17,Cd (II),20.25,25.0,,140.0,Mixed,200.0,,tetracycline,QMS041,41,False,5.298317366548036,0,1,0,0,0,0,95,pH_missing,high
QMR222,QMS041,10.1016/j.scitotenv.2022.157109,2022,"Wang, H.",Adsorption of tetracycline and Cd(II) on polystyrene and polyethylene terephthalate microplastics with ultraviolet and hydrogen peroxide aging treatment,Science of the Total Environment,"Wang, H.; Qiu, C.; Song, Y.; Bian, S.; Wang, Q.; Chen, Y.; Fang, C.",15,Aged,PET,1.01,Cd (II),20.25,25.0,,140.0,Mixed,313.0,Lab: UV,tetracycline,QMS041,41,False,5.746203190540153,0,1,0,0,0,0,95,pH_missing,high
QMR223,QMS041,10.1016/j.scitotenv.2022.157109,2022,"Wang, H.",Adsorption of tetracycline and Cd(II) on polystyrene and polyethylene terephthalate microplastics with ultraviolet and hydrogen peroxide aging treatment,Science of the Total Environment,"Wang, H.; Qiu, C.; Song, Y.; Bian, S.; Wang, Q.; Chen, Y.; Fang, C.",15,Aged,PET,2.56,Cd (II),20.25,25.0,,140.0,Mixed,392.0,Lab: H2O2,tetracycline,QMS041,41,False,5.971261839790462,0,1,0,0,0,0,95,pH_missing,high
QMR224,QMS048,10.1016/j.chemosphere.2022.134789,2022,"Zhao, H.",Adsorption behavior of aged polybutylece terephthalate microplastics coexisting with Cd(II)-tetracycline,Chemosphere,"Zhao, H.; Li, P.; Su, F.; He, X.; Elumalai, V.",4,Aged,PBT,0.263,Cd (II),10.1,25.0,,180.0,Single-ion,3880.0,Lab: UV,,QMS048,48,False,8.263590432617319,0,1,0,1,0,0,92,imputed_AIC;pH_missing,high
QMR225,QMS048,10.1016/j.chemosphere.2022.134789,2022,"Zhao, H.",Adsorption behavior of aged polybutylece terephthalate microplastics coexisting with Cd(II)-tetracycline,Chemosphere,"Zhao, H.; Li, P.; Su, F.; He, X.; Elumalai, V.",4,Aged,PBT,0.263,Cd (II),10.1,35.0,,180.0,Single-ion,7120.0,Lab: UV,,QMS048,48,True,8.87066300440602,0,1,0,1,0,0,72,extreme_qm;imputed_AIC;pH_missing,medium
QMR226,QMS048,10.1016/j.chemosphere.2022.134789,2022,"Zhao, H.",Adsorption behavior of aged polybutylece terephthalate microplastics coexisting with Cd(II)-tetracycline,Chemosphere,"Zhao, H.; Li, P.; Su, F.; He, X.; Elumalai, V.",4,Aged,PBT,0.263,Cd (II),10.1,45.0,,180.0,Single-ion,10100.0,Lab: UV,,QMS048,48,True,9.22029070282935,0,1,0,1,0,0,72,extreme_qm;imputed_AIC;pH_missing,medium
QMR227,QMS050,10.1016/j.scitotenv.2022.155142,2022,"Zhou, J.",Changes in metal adsorption ability of microplastics upon loss of calcium carbonate filler masterbatch through natural aging,Science of the Total Environment,"Zhou, J.; Chen, H.; Guo, Y.; Chen, Q.; Ren, H.; Tao, Y.",3,Virgin,PP,,Cu (II),102.5,25.0,,200.0,Single-ion,11.01,,,QMS050,50,False,2.3988039507345884,0,1,0,0,0,0,95,pH_missing,high
QMR228,QMS050,10.1016/j.scitotenv.2022.155142,2022,"Zhou, J.",Changes in metal adsorption ability of microplastics upon loss of calcium carbonate filler masterbatch through natural aging,Science of the Total Environment,"Zhou, J.; Chen, H.; Guo, Y.; Chen, Q.; Ren, H.; Tao, Y.",3,Aged,PP,,Cu (II),102.5,25.0,,200.0,Single-ion,6.85,Nature: air-sun,,QMS050,50,False,1.9242486522741338,0,1,0,0,0,0,95,pH_missing,high
QMR229,QMS050,10.1016/j.scitotenv.2022.155142,2022,"Zhou, J.",Changes in metal adsorption ability of microplastics upon loss of calcium carbonate filler masterbatch through natural aging,Science of the Total Environment,"Zhou, J.; Chen, H.; Guo, Y.; Chen, Q.; Ren, H.; Tao, Y.",3,Aged,PP,,Cu (II),102.5,25.0,,200.0,Single-ion,2.73,Nature: air-sun,,QMS050,50,False,1.0043016091968684,0,1,0,0,0,0,95,pH_missing,high
QMR230,QMS050,10.1016/j.scitotenv.2022.155142,2022,"Zhou, J.",Changes in metal adsorption ability of microplastics upon loss of calcium carbonate filler masterbatch through natural aging,Science of the Total Environment,"Zhou, J.; Chen, H.; Guo, Y.; Chen, Q.; Ren, H.; Tao, Y.",3,Aged,PP,,Cu (II),102.5,25.0,,200.0,Single-ion,1.35,Nature: air-sun,,QMS050,50,False,0.30010459245033816,0,1,0,0,0,0,95,pH_missing,high
QMR231,QMS050,10.1016/j.scitotenv.2022.155142,2022,"Zhou, J.",Changes in metal adsorption ability of microplastics upon loss of calcium carbonate filler masterbatch through natural aging,Science of the Total Environment,"Zhou, J.; Chen, H.; Guo, Y.; Chen, Q.; Ren, H.; Tao, Y.",3,Aged,PP,,Cu (II),102.5,25.0,,200.0,Single-ion,2.19,Nature: air-sun,,QMS050,50,False,0.7839015438284094,0,1,0,0,0,0,95,pH_missing,high
QMR232,QMS050,10.1016/j.scitotenv.2022.155142,2022,"Zhou, J.",Changes in metal adsorption ability of microplastics upon loss of calcium carbonate filler masterbatch through natural aging,Science of the Total Environment,"Zhou, J.; Chen, H.; Guo, Y.; Chen, Q.; Ren, H.; Tao, Y.",3,Virgin,PE,,Cu (II),102.5,25.0,,200.0,Single-ion,9.0,,,QMS050,50,False,2.1972245773362196,0,1,0,0,0,0,95,pH_missing,high
QMR233,QMS050,10.1016/j.scitotenv.2022.155142,2022,"Zhou, J.",Changes in metal adsorption ability of microplastics upon loss of calcium carbonate filler masterbatch through natural aging,Science of the Total Environment,"Zhou, J.; Chen, H.; Guo, Y.; Chen, Q.; Ren, H.; Tao, Y.",3,Aged,PE,,Cu (II),102.5,25.0,,200.0,Single-ion,6.34,Nature: air-sun,,QMS050,50,False,1.8468787684491346,0,1,0,0,0,0,95,pH_missing,high
QMR234,QMS050,10.1016/j.scitotenv.2022.155142,2022,"Zhou, J.",Changes in metal adsorption ability of microplastics upon loss of calcium carbonate filler masterbatch through natural aging,Science of the Total Environment,"Zhou, J.; Chen, H.; Guo, Y.; Chen, Q.; Ren, H.; Tao, Y.",3,Aged,PE,,Cu (II),102.5,25.0,,200.0,Single-ion,5.46,Nature: air-sun,,QMS050,50,False,1.6974487897568136,0,1,0,0,0,0,95,pH_missing,high
QMR235,QMS050,10.1016/j.scitotenv.2022.155142,2022,"Zhou, J.",Changes in metal adsorption ability of microplastics upon loss of calcium carbonate filler masterbatch through natural aging,Science of the Total Environment,"Zhou, J.; Chen, H.; Guo, Y.; Chen, Q.; Ren, H.; Tao, Y.",3,Aged,PE,,Cu (II),102.5,25.0,,200.0,Single-ion,2.26,Nature: air-sun,,QMS050,50,False,0.8153648132841944,0,1,0,0,0,0,95,pH_missing,high
QMR236,QMS050,10.1016/j.scitotenv.2022.155142,2022,"Zhou, J.",Changes in metal adsorption ability of microplastics upon loss of calcium carbonate filler masterbatch through natural aging,Science of the Total Environment,"Zhou, J.; Chen, H.; Guo, Y.; Chen, Q.; Ren, H.; Tao, Y.",3,Aged,PE,,Cu (II),102.5,25.0,,200.0,Single-ion,1.87,Nature: air-sun,,QMS050,50,False,0.6259384308664954,0,1,0,0,0,0,95,pH_missing,high
QMR237,QMS050,10.1016/j.scitotenv.2022.155142,2022,"Zhou, J.",Changes in metal adsorption ability of microplastics upon loss of calcium carbonate filler masterbatch through natural aging,Science of the Total Environment,"Zhou, J.; Chen, H.; Guo, Y.; Chen, Q.; Ren, H.; Tao, Y.",3,Aged,PE,,Cu (II),102.5,25.0,,200.0,Single-ion,1.05,Nature: air-sun,,QMS050,50,False,0.04879016416943204,0,1,0,0,0,0,95,pH_missing,high
